"customer_id","first_name","last_name","email","active","create_date","rental_count","first_rental_date","last_rental_date","total_revenue","payment_count","avg_payment_amount","ltv_segment"
589,"TRACY","HERRMANN","TRACY.HERRMANN@sakilacustomer.org",1,"2022-02-14","28","2022-05-28 07:23:38+03","2022-08-23 22:28:32+03","129.72","28","4.6328571428571429","B — Medium value"
497,"GILBERT","SLEDGE","GILBERT.SLEDGE@sakilacustomer.org",1,"2022-02-14","28","2022-02-14 18:16:03+03","2022-08-23 20:01:31+03","129.72","28","4.6328571428571429","B — Medium value"
296,"RAMONA","HALE","RAMONA.HALE@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 18:19:02+03","129.70","30","4.3233333333333333","B — Medium value"
584,"SALVADOR","TEEL","SALVADOR.TEEL@sakilacustomer.org",1,"2022-02-14","30","2022-05-27 11:25:32+03","2022-08-23 09:06:00+03","129.70","30","4.3233333333333333","B — Medium value"
71,"KATHY","JAMES","KATHY.JAMES@sakilacustomer.org",1,"2022-02-14","30","2022-05-26 09:11:58+03","2022-08-23 22:44:36+03","129.70","30","4.3233333333333333","B — Medium value"
269,"CASSANDRA","WALTERS","CASSANDRA.WALTERS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 15:54:39+03","129.70","30","4.3233333333333333","B — Medium value"
244,"VIOLA","HANSON","VIOLA.HANSON@sakilacustomer.org",1,"2022-02-14","32","2022-02-14 18:16:03+03","2022-08-22 09:07:50+03","129.68","32","4.0525000000000000","B — Medium value"
35,"VIRGINIA","GREEN","VIRGINIA.GREEN@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 08:05:20+03","2022-08-22 00:25:09+03","129.68","32","4.0525000000000000","B — Medium value"
354,"JUSTIN","NGO","JUSTIN.NGO@sakilacustomer.org",1,"2022-02-14","36","2022-02-14 18:16:03+03","2022-08-23 21:19:21+03","129.64","36","3.6011111111111111","B — Medium value"
434,"EDDIE","TOMLIN","EDDIE.TOMLIN@sakilacustomer.org",1,"2022-02-14","27","2022-05-28 04:40:50+03","2022-08-23 00:37:34+03","128.73","27","4.7677777777777778","B — Medium value"
2,"PATRICIA","JOHNSON","PATRICIA.JOHNSON@sakilacustomer.org",1,"2022-02-14","27","2022-05-27 02:09:24+03","2022-08-23 19:39:35+03","128.73","27","4.7677777777777778","B — Medium value"
322,"JASON","MORRISSEY","JASON.MORRISSEY@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 04:49:11+03","2022-08-23 12:23:48+03","128.72","28","4.5971428571428571","B — Medium value"
54,"TERESA","ROGERS","TERESA.ROGERS@sakilacustomer.org",1,"2022-02-14","29","2022-05-26 09:03:49+03","2022-08-23 07:20:36+03","128.71","29","4.4382758620689655","B — Medium value"
131,"MONICA","HICKS","MONICA.HICKS@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 10:26:13+03","2022-08-24 00:20:40+03","128.70","30","4.2900000000000000","B — Medium value"
451,"JIM","REA","JIM.REA@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 13:31:59+03","2022-08-23 10:31:49+03","128.67","33","3.8990909090909091","B — Medium value"
297,"SHERRI","RHODES","SHERRI.RHODES@sakilacustomer.org",1,"2022-02-14","33","2022-05-26 01:45:52+03","2022-08-23 12:43:00+03","128.67","33","3.8990909090909091","B — Medium value"
508,"MILTON","HOWLAND","MILTON.HOWLAND@sakilacustomer.org",1,"2022-02-14","25","2022-02-14 18:16:03+03","2022-08-22 18:08:23+03","127.75","25","5.1100000000000000","B — Medium value"
45,"JANET","PHILLIPS","JANET.PHILLIPS@sakilacustomer.org",1,"2022-02-14","27","2022-05-26 19:32:11+03","2022-08-24 00:13:04+03","127.73","27","4.7307407407407407","B — Medium value"
253,"TERRY","CARLSON","TERRY.CARLSON@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 11:51:39+03","2022-08-22 19:12:29+03","127.71","29","4.4037931034482759","B — Medium value"
302,"MICHAEL","SILVERMAN","MICHAEL.SILVERMAN@sakilacustomer.org",1,"2022-02-14","29","2022-05-25 06:47:44+03","2022-08-23 22:22:17+03","127.71","29","4.4037931034482759","B — Medium value"
32,"AMY","LOPEZ","AMY.LOPEZ@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 01:00:25+03","2022-08-21 18:32:32+03","127.71","29","4.4037931034482759","B — Medium value"
339,"WALTER","PERRYMAN","WALTER.PERRYMAN@sakilacustomer.org",1,"2022-02-14","30","2022-05-30 07:41:22+03","2022-08-22 01:24:52+03","127.70","30","4.2566666666666667","B — Medium value"
128,"MARJORIE","TUCKER","MARJORIE.TUCKER@sakilacustomer.org",1,"2022-02-14","32","2022-05-30 09:13:14+03","2022-08-23 17:25:27+03","127.68","32","3.9900000000000000","B — Medium value"
329,"FRANK","WAGGONER","FRANK.WAGGONER@sakilacustomer.org",1,"2022-02-14","32","2022-06-15 02:49:19+03","2022-08-22 21:54:31+03","127.68","32","3.9900000000000000","B — Medium value"
147,"JOANNE","ROBERTSON","JOANNE.ROBERTSON@sakilacustomer.org",1,"2022-02-14","34","2022-05-27 09:10:25+03","2022-08-23 22:53:20+03","127.66","34","3.7547058823529412","B — Medium value"
38,"MARTHA","GONZALEZ","MARTHA.GONZALEZ@sakilacustomer.org",1,"2022-02-14","34","2022-06-15 07:55:40+03","2022-08-23 13:55:50+03","127.66","34","3.7547058823529412","B — Medium value"
206,"TERRI","VASQUEZ","TERRI.VASQUEZ@sakilacustomer.org",1,"2022-02-14","27","2022-06-17 04:27:03+03","2022-08-23 12:36:00+03","126.73","27","4.6937037037037037","B — Medium value"
426,"BRADLEY","MOTLEY","BRADLEY.MOTLEY@sakilacustomer.org",1,"2022-02-14","27","2022-05-28 16:37:07+03","2022-08-22 03:32:14+03","126.73","27","4.6937037037037037","B — Medium value"
515,"ANDRE","RAPP","ANDRE.RAPP@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 07:42:37+03","2022-08-22 20:55:52+03","126.72","28","4.5257142857142857","B — Medium value"
284,"SONIA","GREGORY","SONIA.GREGORY@sakilacustomer.org",1,"2022-02-14","28","2022-02-14 18:16:03+03","2022-08-22 15:19:19+03","126.72","28","4.5257142857142857","B — Medium value"
565,"JAIME","NETTLES","JAIME.NETTLES@sakilacustomer.org",1,"2022-02-14","29","2022-05-27 21:58:36+03","2022-08-23 18:50:43+03","126.71","29","4.3693103448275862","B — Medium value"
575,"ISAAC","OGLESBY","ISAAC.OGLESBY@sakilacustomer.org",1,"2022-02-14","29","2022-05-25 03:06:36+03","2022-08-23 17:59:51+03","126.71","29","4.3693103448275862","B — Medium value"
107,"FLORENCE","WOODS","FLORENCE.WOODS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 07:01:13+03","126.70","30","4.2233333333333333","B — Medium value"
27,"SHIRLEY","ALLEN","SHIRLEY.ALLEN@sakilacustomer.org",1,"2022-02-14","31","2022-05-29 18:03:03+03","2022-08-22 12:00:04+03","126.69","31","4.0867741935483871","B — Medium value"
158,"VERONICA","STONE","VERONICA.STONE@sakilacustomer.org",1,"2022-02-14","32","2022-05-26 15:46:59+03","2022-08-23 16:26:51+03","126.68","32","3.9587500000000000","B — Medium value"
122,"THELMA","MURRAY","THELMA.MURRAY@sakilacustomer.org",1,"2022-02-14","32","2022-05-30 03:43:31+03","2022-08-21 21:51:09+03","126.68","32","3.9587500000000000","B — Medium value"
19,"RUTH","MARTINEZ","RUTH.MARTINEZ@sakilacustomer.org",1,"2022-02-14","24","2022-05-25 03:10:47+03","2022-08-23 05:46:47+03","125.76","24","5.2400000000000000","B — Medium value"
389,"ALAN","KAHN","ALAN.KAHN@sakilacustomer.org",1,"2022-02-14","26","2022-05-31 02:16:57+03","2022-08-23 23:11:33+03","124.74","26","4.7976923076923077","B — Medium value"
491,"RICK","MATTOX","RICK.MATTOX@sakilacustomer.org",1,"2022-02-14","27","2022-05-28 01:26:45+03","2022-08-23 11:41:28+03","124.73","27","4.6196296296296296","B — Medium value"
400,"BRYAN","HARDISON","BRYAN.HARDISON@sakilacustomer.org",1,"2022-02-14","28","2022-05-25 18:12:52+03","2022-08-23 22:23:08+03","124.72","28","4.4542857142857143","B — Medium value"
388,"CRAIG","MORRELL","CRAIG.MORRELL@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 10:51:21+03","124.70","30","4.1566666666666667","B — Medium value"
230,"JOY","GEORGE","JOY.GEORGE@sakilacustomer.org",1,"2022-02-14","33","2022-05-25 06:06:21+03","2022-08-21 10:38:21+03","124.67","33","3.7778787878787879","B — Medium value"
129,"CARRIE","PORTER","CARRIE.PORTER@sakilacustomer.org",1,"2022-02-14","34","2022-06-16 17:34:41+03","2022-08-22 08:46:59+03","124.66","34","3.6664705882352941","B — Medium value"
166,"LYNN","PAYNE","LYNN.PAYNE@sakilacustomer.org",1,"2022-02-14","28","2022-05-28 23:09:31+03","2022-08-23 16:31:50+03","123.72","28","4.4185714285714286","B — Medium value"
268,"NINA","SOTO","NINA.SOTO@sakilacustomer.org",1,"2022-02-14","29","2022-06-15 18:17:21+03","2022-08-22 17:49:54+03","123.71","29","4.2658620689655172","B — Medium value"
499,"MARC","OUTLAW","MARC.OUTLAW@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 16:28:29+03","2022-08-23 08:00:28+03","123.70","30","4.1233333333333333","B — Medium value"
30,"MELISSA","KING","MELISSA.KING@sakilacustomer.org",1,"2022-02-14","34","2022-06-17 04:39:20+03","2022-08-23 17:17:14+03","123.66","34","3.6370588235294118","B — Medium value"
510,"BEN","EASTER","BEN.EASTER@sakilacustomer.org",0,"2022-02-14","26","2022-05-25 13:13:34+03","2022-08-22 12:46:44+03","122.74","26","4.7207692307692308","B — Medium value"
331,"ERIC","ROBERT","ERIC.ROBERT@sakilacustomer.org",1,"2022-02-14","27","2022-05-25 15:52:43+03","2022-08-23 05:30:51+03","122.73","27","4.5455555555555556","B — Medium value"
276,"BRANDY","GRAVES","BRANDY.GRAVES@sakilacustomer.org",1,"2022-02-14","28","2022-05-29 10:10:07+03","2022-08-23 20:08:19+03","122.72","28","4.3828571428571429","B — Medium value"
163,"CATHY","SPENCER","CATHY.SPENCER@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-23 17:39:38+03","122.71","29","4.2313793103448276","B — Medium value"
263,"HILDA","HOPKINS","HILDA.HOPKINS@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-23 20:07:31+03","122.71","29","4.2313793103448276","B — Medium value"
260,"CHRISTY","VARGAS","CHRISTY.VARGAS@sakilacustomer.org",1,"2022-02-14","31","2022-05-31 16:13:59+03","2022-08-21 19:59:09+03","122.69","31","3.9577419354838710","B — Medium value"
406,"NATHAN","RUNYON","NATHAN.RUNYON@sakilacustomer.org",0,"2022-02-14","32","2022-05-30 04:00:28+03","2022-08-21 19:45:52+03","122.68","32","3.8337500000000000","B — Medium value"
241,"HEIDI","LARSON","HEIDI.LARSON@sakilacustomer.org",0,"2022-02-14","34","2022-05-28 19:04:43+03","2022-08-23 15:14:15+03","122.66","34","3.6076470588235294","B — Medium value"
571,"JOHNNIE","CHISHOLM","JOHNNIE.CHISHOLM@sakilacustomer.org",1,"2022-02-14","24","2022-05-26 12:54:28+03","2022-08-23 17:35:59+03","121.76","24","5.0733333333333333","B — Medium value"
149,"VALERIE","BLACK","VALERIE.BLACK@sakilacustomer.org",1,"2022-02-14","26","2022-05-29 13:37:35+03","2022-08-23 07:04:33+03","121.74","26","4.6823076923076923","B — Medium value"
356,"GERALD","FULTZ","GERALD.FULTZ@sakilacustomer.org",1,"2022-02-14","30","2022-05-31 13:35:13+03","2022-08-23 14:47:16+03","121.70","30","4.0566666666666667","B — Medium value"
393,"PHILIP","CAUSEY","PHILIP.CAUSEY@sakilacustomer.org",1,"2022-02-14","31","2022-05-28 16:05:57+03","2022-08-24 00:50:12+03","121.69","31","3.9254838709677419","B — Medium value"
416,"JEFFERY","PINSON","JEFFERY.PINSON@sakilacustomer.org",1,"2022-02-14","31","2022-05-26 16:43:14+03","2022-08-23 14:55:51+03","121.69","31","3.9254838709677419","B — Medium value"
311,"PAUL","TROUT","PAUL.TROUT@sakilacustomer.org",1,"2022-02-14","23","2022-05-26 18:48:51+03","2022-08-23 23:34:33+03","120.77","23","5.2508695652173913","B — Medium value"
105,"DAWN","SULLIVAN","DAWN.SULLIVAN@sakilacustomer.org",1,"2022-02-14","26","2022-05-27 03:18:57+03","2022-08-23 16:27:07+03","120.74","26","4.6438461538461538","B — Medium value"
423,"ALFRED","CASILLAS","ALFRED.CASILLAS@sakilacustomer.org",1,"2022-02-14","26","2022-06-16 00:08:06+03","2022-08-23 14:46:38+03","120.74","26","4.6438461538461538","B — Medium value"
495,"CHARLIE","BESS","CHARLIE.BESS@sakilacustomer.org",1,"2022-02-14","26","2022-02-14 18:16:03+03","2022-08-23 22:16:27+03","120.74","26","4.6438461538461538","B — Medium value"
225,"ARLENE","HARVEY","ARLENE.HARVEY@sakilacustomer.org",1,"2022-02-14","26","2022-05-29 22:00:30+03","2022-08-21 14:07:25+03","120.74","26","4.6438461538461538","B — Medium value"
573,"BYRON","BOX","BYRON.BOX@sakilacustomer.org",1,"2022-02-14","29","2022-05-29 23:58:43+03","2022-08-19 13:27:20+03","120.71","29","4.1624137931034483","B — Medium value"
16,"SANDRA","MARTIN","SANDRA.MARTIN@sakilacustomer.org",0,"2022-02-14","28","2022-05-27 05:07:10+03","2022-08-21 16:45:34+03","120.71","29","4.1624137931034483","B — Medium value"
251,"VICKIE","BREWER","VICKIE.BREWER@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-23 18:23:08+03","120.69","31","3.8932258064516129","B — Medium value"
170,"BEATRICE","ARNOLD","BEATRICE.ARNOLD@sakilacustomer.org",1,"2022-02-14","26","2022-05-26 10:33:10+03","2022-08-23 06:27:06+03","119.74","26","4.6053846153846154","B — Medium value"
487,"HECTOR","POINDEXTER","HECTOR.POINDEXTER@sakilacustomer.org",1,"2022-02-14","26","2022-06-20 18:47:57+03","2022-08-23 10:59:12+03","119.74","26","4.6053846153846154","B — Medium value"
421,"LEE","HAWKS","LEE.HAWKS@sakilacustomer.org",1,"2022-02-14","27","2022-02-14 18:16:03+03","2022-08-22 06:04:31+03","119.73","27","4.4344444444444444","B — Medium value"
262,"PATSY","DAVIDSON","PATSY.DAVIDSON@sakilacustomer.org",1,"2022-02-14","28","2022-05-31 00:17:17+03","2022-08-23 19:57:35+03","119.72","28","4.2757142857142857","B — Medium value"
173,"AUDREY","RAY","AUDREY.RAY@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 13:15:48+03","2022-08-23 23:10:24+03","119.71","29","4.1279310344827586","B — Medium value"
336,"JOSHUA","MARK","JOSHUA.MARK@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 17:41:12+03","119.70","30","3.9900000000000000","B — Medium value"
23,"SARAH","LEWIS","SARAH.LEWIS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-21 15:42:45+03","119.70","30","3.9900000000000000","B — Medium value"
340,"PATRICK","NEWSOM","PATRICK.NEWSOM@sakilacustomer.org",1,"2022-02-14","31","2022-06-15 04:25:56+03","2022-08-23 00:25:17+03","119.69","31","3.8609677419354839","B — Medium value"
167,"SALLY","PIERCE","SALLY.PIERCE@sakilacustomer.org",1,"2022-02-14","32","2022-05-26 20:36:58+03","2022-08-23 19:52:01+03","119.68","32","3.7400000000000000","B — Medium value"
531,"JAMIE","WAUGH","JAMIE.WAUGH@sakilacustomer.org",1,"2022-02-14","25","2022-05-26 13:43:44+03","2022-08-22 23:36:51+03","118.75","25","4.7500000000000000","B — Medium value"
41,"STEPHANIE","MITCHELL","STEPHANIE.MITCHELL@sakilacustomer.org",1,"2022-02-14","25","2022-02-14 18:16:03+03","2022-08-23 18:08:40+03","118.75","25","4.7500000000000000","B — Medium value"
292,"MISTY","LAMBERT","MISTY.LAMBERT@sakilacustomer.org",1,"2022-02-14","27","2022-05-27 03:00:04+03","2022-08-22 14:38:20+03","118.73","27","4.3974074074074074","B — Medium value"
280,"TRACEY","BARRETT","TRACEY.BARRETT@sakilacustomer.org",1,"2022-02-14","27","2022-05-31 04:39:16+03","2022-08-23 21:09:39+03","118.73","27","4.3974074074074074","B — Medium value"
332,"STEPHEN","QUALLS","STEPHEN.QUALLS@sakilacustomer.org",1,"2022-02-14","28","2022-05-28 16:08:19+03","2022-08-22 18:37:36+03","118.72","28","4.2400000000000000","B — Medium value"
577,"CLIFTON","MALCOLM","CLIFTON.MALCOLM@sakilacustomer.org",1,"2022-02-14","27","2022-05-26 22:20:47+03","2022-08-23 22:47:28+03","118.72","28","4.2400000000000000","B — Medium value"
266,"NORA","HERRERA","NORA.HERRERA@sakilacustomer.org",1,"2022-02-14","28","2022-05-25 15:36:12+03","2022-08-22 23:06:00+03","118.72","28","4.2400000000000000","B — Medium value"
529,"ERIK","GUILLEN","ERIK.GUILLEN@sakilacustomer.org",1,"2022-02-14","29","2022-05-27 21:31:16+03","2022-08-22 21:46:05+03","118.71","29","4.0934482758620690","B — Medium value"
442,"LEROY","BUSTAMANTE","LEROY.BUSTAMANTE@sakilacustomer.org",1,"2022-02-14","32","2022-05-27 22:57:07+03","2022-08-22 18:35:25+03","118.68","32","3.7087500000000000","B — Medium value"
1,"MARY","SMITH","MARY.SMITH@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 13:30:37+03","2022-08-22 22:03:46+03","118.68","32","3.7087500000000000","B — Medium value"
583,"MARSHALL","THORN","MARSHALL.THORN@sakilacustomer.org",1,"2022-02-14","23","2022-06-15 20:19:30+03","2022-08-21 08:00:22+03","117.77","23","5.1204347826086957","B — Medium value"
585,"PERRY","SWAFFORD","PERRY.SWAFFORD@sakilacustomer.org",1,"2022-02-14","24","2022-02-14 18:16:03+03","2022-08-23 19:09:56+03","117.76","24","4.9066666666666667","B — Medium value"
490,"SAM","MCDUFFIE","SAM.MCDUFFIE@sakilacustomer.org",1,"2022-02-14","24","2022-05-28 13:50:45+03","2022-08-23 02:55:24+03","117.76","24","4.9066666666666667","B — Medium value"
536,"FERNANDO","CHURCHILL","FERNANDO.CHURCHILL@sakilacustomer.org",1,"2022-02-14","25","2022-05-26 14:15:13+03","2022-08-23 22:08:26+03","117.75","25","4.7100000000000000","B — Medium value"
240,"MARLENE","WELCH","MARLENE.WELCH@sakilacustomer.org",1,"2022-02-14","26","2022-05-26 15:57:07+03","2022-08-23 10:06:49+03","117.74","26","4.5284615384615385","B — Medium value"
286,"VELMA","LUCAS","VELMA.LUCAS@sakilacustomer.org",1,"2022-02-14","27","2022-05-25 14:15:19+03","2022-08-23 09:28:22+03","117.73","27","4.3603703703703704","B — Medium value"
126,"ELLEN","SIMPSON","ELLEN.SIMPSON@sakilacustomer.org",1,"2022-02-14","28","2022-05-25 02:00:40+03","2022-08-23 23:02:43+03","117.72","28","4.2042857142857143","B — Medium value"
14,"BETTY","WHITE","BETTY.WHITE@sakilacustomer.org",1,"2022-02-14","28","2022-02-14 18:16:03+03","2022-08-24 00:25:26+03","117.72","28","4.2042857142857143","B — Medium value"
538,"TED","BREAUX","TED.BREAUX@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 15:41:56+03","2022-08-22 23:01:25+03","117.71","29","4.0589655172413793","B — Medium value"
386,"TODD","TAN","TODD.TAN@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 13:48:55+03","2022-08-23 21:06:04+03","117.71","29","4.0589655172413793","B — Medium value"
42,"CAROLYN","PEREZ","CAROLYN.PEREZ@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-23 02:42:49+03","117.70","30","3.9233333333333333","B — Medium value"
595,"TERRENCE","GUNDERSON","TERRENCE.GUNDERSON@sakilacustomer.org",1,"2022-02-14","30","2022-05-28 17:27:22+03","2022-08-23 23:26:35+03","117.70","30","3.9233333333333333","B — Medium value"
321,"KEVIN","SCHULER","KEVIN.SCHULER@sakilacustomer.org",1,"2022-02-14","22","2022-05-26 09:12:21+03","2022-08-23 18:56:14+03","116.78","22","5.3081818181818182","B — Medium value"
432,"EDWIN","BURK","EDWIN.BURK@sakilacustomer.org",1,"2022-02-14","23","2022-05-27 03:10:11+03","2022-08-23 12:56:15+03","116.77","23","5.0769565217391304","B — Medium value"
408,"MANUEL","MURRELL","MANUEL.MURRELL@sakilacustomer.org",1,"2022-02-14","30","2022-05-25 01:03:39+03","2022-08-23 15:06:19+03","116.70","30","3.8900000000000000","B — Medium value"
446,"THEODORE","CULP","THEODORE.CULP@sakilacustomer.org",0,"2022-02-14","31","2022-05-25 02:31:15+03","2022-08-23 21:10:32+03","116.69","31","3.7641935483870968","B — Medium value"
214,"KRISTIN","JOHNSTON","KRISTIN.JOHNSTON@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-23 10:03:25+03","116.69","31","3.7641935483870968","B — Medium value"
254,"MAXINE","SILVA","MAXINE.SILVA@sakilacustomer.org",1,"2022-02-14","32","2022-05-26 07:01:18+03","2022-08-23 15:25:08+03","116.68","32","3.6462500000000000","B — Medium value"
304,"DAVID","ROYAL","DAVID.ROYAL@sakilacustomer.org",1,"2022-02-14","26","2022-05-25 23:58:58+03","2022-08-22 08:05:38+03","115.74","26","4.4515384615384615","B — Medium value"
512,"CECIL","VINES","CECIL.VINES@sakilacustomer.org",1,"2022-02-14","26","2022-02-14 18:16:03+03","2022-08-23 22:25:11+03","115.74","26","4.4515384615384615","B — Medium value"
58,"JEAN","BELL","JEAN.BELL@sakilacustomer.org",1,"2022-02-14","27","2022-02-14 18:16:03+03","2022-08-22 09:47:07+03","115.73","27","4.2862962962962963","B — Medium value"
500,"REGINALD","KINDER","REGINALD.KINDER@sakilacustomer.org",1,"2022-02-14","28","2022-05-25 20:57:24+03","2022-08-23 17:54:20+03","115.72","28","4.1328571428571429","B — Medium value"
25,"DEBORAH","WALKER","DEBORAH.WALKER@sakilacustomer.org",1,"2022-02-14","29","2022-05-25 16:31:25+03","2022-08-23 22:00:30+03","115.71","29","3.9900000000000000","B — Medium value"
287,"BECKY","MILES","BECKY.MILES@sakilacustomer.org",1,"2022-02-14","29","2022-02-14 18:16:03+03","2022-08-23 09:05:15+03","115.71","29","3.9900000000000000","B — Medium value"
481,"HERMAN","DEVORE","HERMAN.DEVORE@sakilacustomer.org",1,"2022-02-14","29","2022-05-31 17:12:15+03","2022-08-21 19:15:33+03","115.71","29","3.9900000000000000","B — Medium value"
588,"MARION","OCAMPO","MARION.OCAMPO@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 12:56:10+03","2022-08-22 18:37:32+03","115.71","29","3.9900000000000000","B — Medium value"
485,"CLYDE","TOBIAS","CLYDE.TOBIAS@sakilacustomer.org",1,"2022-02-14","29","2022-05-31 03:47:35+03","2022-08-19 11:36:28+03","115.71","29","3.9900000000000000","B — Medium value"
444,"MARCUS","HIDALGO","MARCUS.HIDALGO@sakilacustomer.org",1,"2022-02-14","30","2022-05-26 09:13:45+03","2022-08-23 16:55:47+03","115.70","30","3.8566666666666667","B — Medium value"
20,"SHARON","ROBINSON","SHARON.ROBINSON@sakilacustomer.org",1,"2022-02-14","30","2022-05-26 09:27:36+03","2022-08-23 03:10:42+03","115.70","30","3.8566666666666667","B — Medium value"
53,"HEATHER","MORRIS","HEATHER.MORRIS@sakilacustomer.org",1,"2022-02-14","30","2022-02-14 18:16:03+03","2022-08-22 03:09:04+03","115.70","30","3.8566666666666667","B — Medium value"
503,"ANGEL","BARCLAY","ANGEL.BARCLAY@sakilacustomer.org",1,"2022-02-14","32","2022-05-25 20:40:20+03","2022-08-23 16:13:47+03","115.68","32","3.6150000000000000","B — Medium value"
427,"JESUS","MCCARTNEY","JESUS.MCCARTNEY@sakilacustomer.org",1,"2022-02-14","24","2022-05-25 14:17:46+03","2022-08-22 22:35:30+03","114.76","24","4.7816666666666667","B — Medium value"
343,"DOUGLAS","GRAF","DOUGLAS.GRAF@sakilacustomer.org",1,"2022-02-14","25","2022-05-25 19:22:10+03","2022-08-23 22:04:41+03","114.75","25","4.5900000000000000","B — Medium value"
44,"MARIE","TURNER","MARIE.TURNER@sakilacustomer.org",1,"2022-02-14","26","2022-02-14 18:16:03+03","2022-08-22 12:14:33+03","114.74","26","4.4130769230769231","B — Medium value"
171,"DOLORES","WAGNER","DOLORES.WAGNER@sakilacustomer.org",1,"2022-02-14","26","2022-05-29 20:10:24+03","2022-08-23 16:43:15+03","114.74","26","4.4130769230769231","B — Medium value"
220,"CHARLENE","ALVAREZ","CHARLENE.ALVAREZ@sakilacustomer.org",1,"2022-02-14","27","2022-05-27 16:10:58+03","2022-08-23 12:32:52+03","114.73","27","4.2492592592592593","B — Medium value"
57,"EVELYN","MORGAN","EVELYN.MORGAN@sakilacustomer.org",1,"2022-02-14","28","2022-05-26 02:41:10+03","2022-08-23 18:24:24+03","114.72","28","4.0971428571428571","B — Medium value"
457,"BILL","GAVIN","BILL.GAVIN@sakilacustomer.org",1,"2022-02-14","28","2022-02-14 18:16:03+03","2022-08-22 14:57:26+03","114.72","28","4.0971428571428571","B — Medium value"
317,"EDWARD","BAUGH","EDWARD.BAUGH@sakilacustomer.org",1,"2022-02-14","28","2022-02-14 18:16:03+03","2022-08-22 21:09:52+03","114.72","28","4.0971428571428571","B — Medium value"
338,"DENNIS","GILMAN","DENNIS.GILMAN@sakilacustomer.org",1,"2022-02-14","28","2022-05-29 00:22:44+03","2022-08-22 17:26:29+03","114.72","28","4.0971428571428571","B — Medium value"
186,"HOLLY","FOX","HOLLY.FOX@sakilacustomer.org",1,"2022-02-14","31","2022-02-14 18:16:03+03","2022-08-23 08:19:51+03","114.69","31","3.6996774193548387","B — Medium value"
323,"MATTHEW","MAHAN","MATTHEW.MAHAN@sakilacustomer.org",1,"2022-02-14","31","2022-05-25 10:53:14+03","2022-08-23 13:30:32+03","114.69","31","3.6996774193548387","B — Medium value"
22,"LAURA","RODRIGUEZ","LAURA.RODRIGUEZ@sakilacustomer.org",1,"2022-02-14","22","2022-02-14 18:16:03+03","2022-08-23 16:06:19+03","113.78","22","5.1718181818181818","B — Medium value"
582,"ANDY","VANHORN","ANDY.VANHORN@sakilacustomer.org",1,"2022-02-14","25","2022-02-14 18:16:03+03","2022-08-23 19:44:53+03","113.75","25","4.5500000000000000","B — Medium value"
486,"GLEN","TALBERT","GLEN.TALBERT@sakilacustomer.org",1,"2022-02-14","26","2022-05-30 12:43:38+03","2022-08-21 08:44:37+03","113.74","26","4.3746153846153846","B — Medium value"
294,"SHELLY","WATTS","SHELLY.WATTS@sakilacustomer.org",1,"2022-02-14","26","2022-05-28 15:59:54+03","2022-08-23 17:34:46+03","113.74","26","4.3746153846153846","B — Medium value"
593,"RENE","MCALISTER","RENE.MCALISTER@sakilacustomer.org",1,"2022-02-14","26","2022-05-29 18:19:29+03","2022-08-21 21:35:59+03","113.74","26","4.3746153846153846","B — Medium value"
139,"AMBER","DIXON","AMBER.DIXON@sakilacustomer.org",1,"2022-02-14","27","2022-06-15 01:42:56+03","2022-08-23 14:12:05+03","113.73","27","4.2122222222222222","B — Medium value"
113,"CINDY","FISHER","CINDY.FISHER@sakilacustomer.org",1,"2022-02-14","29","2022-05-28 04:52:14+03","2022-08-23 15:18:16+03","113.71","29","3.9210344827586207","B — Medium value"
447,"CLIFFORD","BOWENS","CLIFFORD.BOWENS@sakilacustomer.org",1,"2022-02-14","29","2022-05-27 22:08:55+03","2022-08-23 23:59:57+03","113.71","29","3.9210344827586207","B — Medium value"
